coreID,species,annotation-ID,image-ID,image-URL,bud,flower,fruit,is-duplicated,set-number,sequence,username,user-ID,time-spent (seconds),date,time,is-test
N.A,Pyrola_minor,9077210,startTest1,N/A,N/A,N/A,N/A,False,1,0,A3EPXUXQW7T8BL,18918,0.0,2024-04-16,21:58:48,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Pyrola_minor,9077329,submitTest1,N/A,N/A,N/A,N/A,False,1,1,A3EPXUXQW7T8BL,18918,0.0,2024-04-16,21:59:22,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Pyrola_minor,9077606,327278,https://crowdcurio-experiment-images.s3.amazonaws.com/Pyrola_minor/images/Pyrola_minor.25250914.jpg,0,25,0,False,1,1,A3EPXUXQW7T8BL,18918,35.07,2024-04-16,22:00:34,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Pyrola_minor,9077475,327278,https://crowdcurio-experiment-images.s3.amazonaws.com/Pyrola_minor/images/Pyrola_minor.25250914.jpg,A3EPXUXQW7T8BL,18918,False,1100,908,flower,2024-04-16,22:00:05,False
,N.A.,Pyrola_minor,9077480,327278,https://crowdcurio-experiment-images.s3.amazonaws.com/Pyrola_minor/images/Pyrola_minor.25250914.jpg,A3EPXUXQW7T8BL,18918,False,1080,966,flower,2024-04-16,22:00:05,False
,N.A.,Pyrola_minor,9077490,327278,https://crowdcurio-experiment-images.s3.amazonaws.com/Pyrola_minor/images/Pyrola_minor.25250914.jpg,A3EPXUXQW7T8BL,18918,False,1070,995,flower,2024-04-16,22:00:05,False
,N.A.,Pyrola_minor,9077497,327278,https://crowdcurio-experiment-images.s3.amazonaws.com/Pyrola_minor/images/Pyrola_minor.25250914.jpg,A3EPXUXQW7T8BL,18918,False,1040,1070,flower,2024-04-16,22:00:08,False
,N.A.,Pyrola_minor,9077500,327278,https://crowdcurio-experiment-images.s3.amazonaws.com/Pyrola_minor/images/Pyrola_minor.25250914.jpg,A3EPXUXQW7T8BL,18918,False,1030,1020,flower,2024-04-16,22:00:08,False
,N.A.,Pyrola_minor,9077508,327278,https://crowdcurio-experiment-images.s3.amazonaws.com/Pyrola_minor/images/Pyrola_minor.25250914.jpg,A3EPXUXQW7T8BL,18918,False,668,863,flower,2024-04-16,22:00:13,False
,N.A.,Pyrola_minor,9077511,327278,https://crowdcurio-experiment-images.s3.amazonaws.com/Pyrola_minor/images/Pyrola_minor.25250914.jpg,A3EPXUXQW7T8BL,18918,False,670,944,flower,2024-04-16,22:00:15,False
