coreID,species,annotation-ID,image-ID,image-URL,bud,flower,fruit,is-duplicated,set-number,sequence,username,user-ID,time-spent (seconds),date,time,is-test
N.A,Cirsium_ochrocentrum,8719123,startTest1,N/A,N/A,N/A,N/A,False,1,0,A1OIBI3PWS4R5K,676,0.0,2024-04-16,00:56:28,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Cirsium_ochrocentrum,8719232,submitTest1,N/A,N/A,N/A,N/A,False,1,1,A1OIBI3PWS4R5K,676,0.0,2024-04-16,00:57:17,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Cirsium_ochrocentrum,8719340,submitTest2,N/A,N/A,N/A,N/A,False,1,2,A1OIBI3PWS4R5K,676,0.0,2024-04-16,00:58:04,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Cirsium_ochrocentrum,8722109,startTest1,N/A,N/A,N/A,N/A,False,1,0,A1YSJ6A0HH6GRG,14313,0.0,2024-04-16,01:11:53,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Cirsium_ochrocentrum,8722331,submitTest1,N/A,N/A,N/A,N/A,False,1,1,A1YSJ6A0HH6GRG,14313,0.0,2024-04-16,01:12:51,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Cirsium_ochrocentrum,8722529,submitTest2,N/A,N/A,N/A,N/A,False,1,2,A1YSJ6A0HH6GRG,14313,0.0,2024-04-16,01:13:39,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Cirsium_ochrocentrum,8722953,startTest1,N/A,N/A,N/A,N/A,False,1,0,A3BU69EKYL6SH3,11662,0.0,2024-04-16,01:15:12,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Cirsium_ochrocentrum,8723097,306909,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_ochrocentrum/images/Cirsium_ochrocentrum.15275457.jpg,0,0,4,False,1,1,A1YSJ6A0HH6GRG,14313,113.47,2024-04-16,01:15:47,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Cirsium_ochrocentrum,8723079,306909,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_ochrocentrum/images/Cirsium_ochrocentrum.15275457.jpg,A1YSJ6A0HH6GRG,14313,False,1010,363,fruit,2024-04-16,01:15:44,False
,N.A.,Cirsium_ochrocentrum,8723082,306909,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_ochrocentrum/images/Cirsium_ochrocentrum.15275457.jpg,A1YSJ6A0HH6GRG,14313,False,956,426,fruit,2024-04-16,01:15:45,False
,N.A.,Cirsium_ochrocentrum,8723084,306909,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_ochrocentrum/images/Cirsium_ochrocentrum.15275457.jpg,A1YSJ6A0HH6GRG,14313,False,1030,556,fruit,2024-04-16,01:15:46,False
,N.A.,Cirsium_ochrocentrum,8723092,306909,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_ochrocentrum/images/Cirsium_ochrocentrum.15275457.jpg,A1YSJ6A0HH6GRG,14313,False,293,284,fruit,2024-04-16,01:15:46,False
N.A,Cirsium_ochrocentrum,8723524,submitTest1,N/A,N/A,N/A,N/A,False,1,1,A3BU69EKYL6SH3,11662,0.0,2024-04-16,01:17:07,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Cirsium_ochrocentrum,8723542,306906,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_ochrocentrum/images/Cirsium_ochrocentrum.15010390.jpg,0,0,1,False,1,2,A1YSJ6A0HH6GRG,14313,81.81,2024-04-16,01:17:11,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Cirsium_ochrocentrum,8723534,306906,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_ochrocentrum/images/Cirsium_ochrocentrum.15010390.jpg,A1YSJ6A0HH6GRG,14313,False,458,299,fruit,2024-04-16,01:17:09,False
N.A,Cirsium_ochrocentrum,8723571,306911,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_ochrocentrum/images/Cirsium_ochrocentrum.18944567.jpg,0,0,1,False,1,3,A1YSJ6A0HH6GRG,14313,5.04,2024-04-16,01:17:18,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Cirsium_ochrocentrum,8723561,306911,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_ochrocentrum/images/Cirsium_ochrocentrum.18944567.jpg,A1YSJ6A0HH6GRG,14313,False,334,509,fruit,2024-04-16,01:17:16,False
