coreID,species,annotation-ID,image-ID,image-URL,bud,flower,fruit,is-duplicated,set-number,sequence,username,user-ID,time-spent (seconds),date,time,is-test
N.A,Solanum_rostratum,9413619,startTest1,N/A,N/A,N/A,N/A,False,1,0,A3MSYMSTHZJI98,15070,0.0,2024-04-17,17:35:55,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Solanum_rostratum,9415510,startTest1,N/A,N/A,N/A,N/A,False,1,0,AYY372UOVG0SL,23298,0.0,2024-04-17,17:53:06,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Solanum_rostratum,9417783,submitTest1,N/A,N/A,N/A,N/A,False,1,1,AYY372UOVG0SL,23298,0.0,2024-04-17,17:58:42,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Solanum_rostratum,9417964,startTest1,N/A,N/A,N/A,N/A,False,1,0,A2XVFL6QU6HY11,19427,0.0,2024-04-17,17:59:07,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Solanum_rostratum,9417966,startTest1,N/A,N/A,N/A,N/A,False,1,0,A1N63NKTHGO2TF,20774,0.0,2024-04-17,17:59:07,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Solanum_rostratum,9418163,startTest1,N/A,N/A,N/A,N/A,False,1,0,A3NL0K2586V8O,23261,0.0,2024-04-17,17:59:37,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Solanum_rostratum,9418495,submitTest1,N/A,N/A,N/A,N/A,False,1,1,A2XVFL6QU6HY11,19427,0.0,2024-04-17,18:00:23,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Solanum_rostratum,9419223,submitTest2,N/A,N/A,N/A,N/A,False,1,2,A2XVFL6QU6HY11,19427,0.0,2024-04-17,18:02:12,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Solanum_rostratum,9420279,startTest1,N/A,N/A,N/A,N/A,False,1,0,A3EPXUXQW7T8BL,18918,0.0,2024-04-17,18:04:50,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Solanum_rostratum,9420697,startTest1,N/A,N/A,N/A,N/A,False,1,0,A3HLQWB5WTC7UL,12058,0.0,2024-04-17,18:05:53,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Solanum_rostratum,9421691,submitTest1,N/A,N/A,N/A,N/A,False,1,1,A1N63NKTHGO2TF,20774,0.0,2024-04-17,18:09:10,True
