coreID,species,annotation-ID,image-ID,image-URL,bud,flower,fruit,is-duplicated,set-number,sequence,username,user-ID,time-spent (seconds),date,time,hit-id,is-test
27516142,Erigeron_speciosus,8896857,311938,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.27516142.jpg,0,9,0,FALSE,1,1,A3VW0WY7RASRNF,20636,65.51,2024/4/16,14:08:43,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
27511084,Erigeron_speciosus,8897625,311937,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.27511084.jpg,1,10,0,FALSE,1,2,A3VW0WY7RASRNF,20636,193.01,2024/4/16,14:11:57,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
27526341,Erigeron_speciosus,8897786,311939,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.27526341.jpg,0,8,0,FALSE,1,3,A3VW0WY7RASRNF,20636,33.31,2024/4/16,14:12:32,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
27623713,Erigeron_speciosus,8898017,311940,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.27623713.jpg,0,0,13,FALSE,1,4,A3VW0WY7RASRNF,20636,47.77,2024/4/16,14:13:21,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
28088246,Erigeron_speciosus,8898048,311941,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.28088246.jpg,0,0,1,FALSE,1,5,A3VW0WY7RASRNF,20636,11.67,2024/4/16,14:13:34,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
27511070,Erigeron_speciosus,8898237,311936,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.27511070.jpg,1,1,5,FALSE,1,6,A3VW0WY7RASRNF,20636,43.05,2024/4/16,14:14:18,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
27623713,Erigeron_speciosus,8898495,311940,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.27623713.jpg,0,0,12,TRUE,1,7,A3VW0WY7RASRNF,20636,64.71,2024/4/16,14:15:24,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
27221395,Erigeron_speciosus,8898605,311934,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.27221395.jpg,0,2,0,FALSE,1,8,A3VW0WY7RASRNF,20636,28.29,2024/4/16,14:15:53,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
28199157,Erigeron_speciosus,8898821,311942,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.28199157.jpg,0,2,1,FALSE,1,9,A3VW0WY7RASRNF,20636,47.52,2024/4/16,14:16:43,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
27221396,Erigeron_speciosus,8898986,311935,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.27221396.jpg,0,5,0,FALSE,1,10,A3VW0WY7RASRNF,20636,40.05,2024/4/16,14:17:24,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
26937766,Erigeron_speciosus,8903462,311898,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.26937766.jpg,0,4,0,FALSE,1,1,A3BU69EKYL6SH3,11662,15.34,2024/4/16,14:36:13,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
27180878,Erigeron_speciosus,8903662,311905,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.27180878.jpg,1,8,1,FALSE,1,2,A3BU69EKYL6SH3,11662,39.67,2024/4/16,14:36:54,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
27180884,Erigeron_speciosus,8903705,311906,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.27180884.jpg,0,4,0,FALSE,1,3,A3BU69EKYL6SH3,11662,9.54,2024/4/16,14:37:04,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
27180874,Erigeron_speciosus,8903831,311903,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.27180874.jpg,2,0,12,FALSE,1,4,A3BU69EKYL6SH3,11662,28.21,2024/4/16,14:37:34,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
27180875,Erigeron_speciosus,8903867,311904,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.27180875.jpg,2,0,0,FALSE,1,5,A3BU69EKYL6SH3,11662,8.86,2024/4/16,14:37:44,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
27180870,Erigeron_speciosus,8903958,311900,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_speciosus/images/Erigeron_speciosus.27180870.jpg,2,6,0,FALSE,1,6,A3BU69EKYL6SH3,11662,17.17,2024/4/16,14:38:02,3WGZLY9VD06GHPK0A93ME3MLJ93D8X,FALSE
