coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,hit-id,is-test
N.A.,Viola_scopulorum,9394987,340742,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.16903806.jpg,A2R3BAJVIJWGPK,19202,False,1060,389,flower,2024-04-17,16:42:49,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9395038,340737,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779739.jpg,A2R3BAJVIJWGPK,19202,False,1090,486,flower,2024-04-17,16:42:55,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9395102,340736,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779716.jpg,A2R3BAJVIJWGPK,19202,False,765,334,flower,2024-04-17,16:43:06,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9395167,340743,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.19915733.jpg,A2R3BAJVIJWGPK,19202,False,982,554,flower,2024-04-17,16:43:14,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9395256,340744,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.20327093.jpg,A2R3BAJVIJWGPK,19202,False,1130,445,flower,2024-04-17,16:43:25,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9395313,340741,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.16901141.jpg,A2R3BAJVIJWGPK,19202,False,1020,486,flower,2024-04-17,16:43:32,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9395384,340739,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779747.jpg,A2R3BAJVIJWGPK,19202,False,837,597,flower,2024-04-17,16:43:43,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9395496,340743,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.19915733.jpg,A2R3BAJVIJWGPK,19202,True,956,606,flower,2024-04-17,16:43:57,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9395551,340738,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779744.jpg,A2R3BAJVIJWGPK,19202,False,902,458,flower,2024-04-17,16:44:06,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9395606,340740,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.15547021.jpg,A2R3BAJVIJWGPK,19202,False,772,533,flower,2024-04-17,16:44:14,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9395717,340730,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779696.jpg,A2R3BAJVIJWGPK,19202,False,1220,413,flower,2024-04-17,16:44:34,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9395816,340731,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779709.jpg,A2R3BAJVIJWGPK,19202,False,1010,540,flower,2024-04-17,16:44:46,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9395922,340729,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779683.jpg,A2R3BAJVIJWGPK,19202,False,621,553,flower,2024-04-17,16:45:01,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9395967,340733,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779711.jpg,A2R3BAJVIJWGPK,19202,False,888,302,flower,2024-04-17,16:45:09,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9396041,340732,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779710.jpg,A2R3BAJVIJWGPK,19202,False,1130,536,flower,2024-04-17,16:45:21,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9396083,340735,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779715.jpg,A2R3BAJVIJWGPK,19202,False,1010,678,flower,2024-04-17,16:45:30,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9396130,340734,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779712.jpg,A2R3BAJVIJWGPK,19202,False,980,569,flower,2024-04-17,16:45:39,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9396194,340735,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779715.jpg,A2R3BAJVIJWGPK,19202,True,1010,685,flower,2024-04-17,16:45:48,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9396256,340727,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779670.jpg,A2R3BAJVIJWGPK,19202,False,696,426,flower,2024-04-17,16:45:57,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9396381,340728,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779680.jpg,A2R3BAJVIJWGPK,19202,False,1110,572,flower,2024-04-17,16:46:17,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9396603,340724,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779582.jpg,A2R3BAJVIJWGPK,19202,False,1150,372,flower,2024-04-17,16:46:54,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9396650,340722,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779578.jpg,A2R3BAJVIJWGPK,19202,False,729,437,flower,2024-04-17,16:46:59,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9396705,340725,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779647.jpg,A2R3BAJVIJWGPK,19202,False,358,372,flower,2024-04-17,16:47:09,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9396819,340718,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779574.jpg,A2R3BAJVIJWGPK,19202,False,1120,278,flower,2024-04-17,16:47:24,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9396892,340720,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779576.jpg,A2R3BAJVIJWGPK,19202,False,1140,273,flower,2024-04-17,16:47:34,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9397004,340719,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779575.jpg,A2R3BAJVIJWGPK,19202,False,700,341,flower,2024-04-17,16:47:46,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9397106,340726,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779648.jpg,A2R3BAJVIJWGPK,19202,False,964,414,flower,2024-04-17,16:48:02,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9397147,340723,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779581.jpg,A2R3BAJVIJWGPK,19202,False,1090,498,flower,2024-04-17,16:48:08,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9397208,340721,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779577.jpg,A2R3BAJVIJWGPK,19202,False,1030,324,flower,2024-04-17,16:48:18,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9397303,340722,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779578.jpg,A2R3BAJVIJWGPK,19202,True,377,376,flower,2024-04-17,16:48:29,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9397426,340716,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779572.jpg,A2R3BAJVIJWGPK,19202,False,998,570,flower,2024-04-17,16:48:46,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9397470,340709,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779562.jpg,A2R3BAJVIJWGPK,19202,False,1100,480,flower,2024-04-17,16:48:53,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9397537,340712,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779567.jpg,A2R3BAJVIJWGPK,19202,False,934,504,flower,2024-04-17,16:49:03,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9397608,340713,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779568.jpg,A2R3BAJVIJWGPK,19202,False,965,730,flower,2024-04-17,16:49:14,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9397665,340715,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779570.jpg,A2R3BAJVIJWGPK,19202,False,810,466,flower,2024-04-17,16:49:23,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9397774,340714,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779569.jpg,A2R3BAJVIJWGPK,19202,False,1220,418,flower,2024-04-17,16:49:39,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9397851,340711,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779566.jpg,A2R3BAJVIJWGPK,19202,False,905,261,flower,2024-04-17,16:49:51,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9397907,340710,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779564.jpg,A2R3BAJVIJWGPK,19202,False,894,261,flower,2024-04-17,16:49:59,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9397981,340717,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779573.jpg,A2R3BAJVIJWGPK,19202,False,386,514,flower,2024-04-17,16:50:11,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9398071,340716,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779572.jpg,A2R3BAJVIJWGPK,19202,True,1010,569,flower,2024-04-17,16:50:25,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9398194,340695,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779538.jpg,A2R3BAJVIJWGPK,19202,False,822,464,flower,2024-04-17,16:50:41,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9398305,340694,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779537.jpg,A2R3BAJVIJWGPK,19202,False,752,729,flower,2024-04-17,16:50:57,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9398356,340692,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779534.jpg,A2R3BAJVIJWGPK,19202,False,674,192,flower,2024-04-17,16:51:04,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9398416,340699,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779543.jpg,A2R3BAJVIJWGPK,19202,False,976,441,flower,2024-04-17,16:51:16,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9398485,340696,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779540.jpg,A2R3BAJVIJWGPK,19202,False,473,381,flower,2024-04-17,16:51:28,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9398528,340691,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779533.jpg,A2R3BAJVIJWGPK,19202,False,829,708,flower,2024-04-17,16:51:37,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9398640,340697,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779541.jpg,A2R3BAJVIJWGPK,19202,False,1010,321,flower,2024-04-17,16:51:54,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9398662,340692,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779534.jpg,A2R3BAJVIJWGPK,19202,True,626,170,flower,2024-04-17,16:52:00,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9398705,340693,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779536.jpg,A2R3BAJVIJWGPK,19202,False,556,266,flower,2024-04-17,16:52:11,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9398767,340698,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779542.jpg,A2R3BAJVIJWGPK,19202,False,321,510,flower,2024-04-17,16:52:23,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9399829,340686,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779527.jpg,A2R3BAJVIJWGPK,19202,False,1100,416,flower,2024-04-17,16:55:35,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9399859,340683,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779523.jpg,A2R3BAJVIJWGPK,19202,False,1060,384,flower,2024-04-17,16:55:42,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
N.A.,Viola_scopulorum,9399941,340682,https://crowdcurio-experiment-images.s3.amazonaws.com/Viola_scopulorum/images/Viola_scopulorum.13779522.jpg,A2R3BAJVIJWGPK,19202,False,701,382,flower,2024-04-17,16:55:52,3D42WVSDIRFSUFPEEJW61GD8O3UFY0,False
